is_clean,product_name,brand_name,size,loves_count,number_of_reviews,rating,secondary_category,tertiary_category,ingredients,ingredient_description,limited_edition,online_only,sephora_exclusive,list_price
0,Translucent Loose Setting Powder,Laura Mercier,1.0,813497,9606,4.4981,Face,Setting Spray & Powder,"talc, magnesium myristate, nylon12, capryliccapric triglyceride, ethylhexylpalmitate, zea mays corn starch, sodium dehydroacetate, methylparaben, lauroyl lysine, propylparaben, polymethyl methacrylate, butylparaben, ascorbyl palmitate, glycine soja soybean oil, tocopherol, methicone may contain ultramarines cl 77007, iron oxides cl 77491, cl 77492, cl 77499",",TALC, MAGNESIUM MYRISTATE, NYLON12, CAPRYLIC/CAPRIC TRIGLYCERIDE, ETHYLHEXYL PALMITATE, ZEA MAYS (CORN) STARCH, METHICONE, LAUROYL LYSINE, POLYMETHYL METHACRYLATE, ASCORBYL PALMITATE, GLYCINE SOJA (SOYBEAN) OIL, TOCOPHEROL, METHYLPARABEN, SODIUM DEHYDROACETATE, PROPYLPARABEN, BUTYLPARABEN MAY CONTAIN/PEUT CONTENIR/(+/) IRON OXIDES (CI 77491, CI 77492, CI 77499), TITANIUM DIOXIDE (CI 77891), YELLOW 5 LAKE (CI 19140), ULTRAMARINES (CI 77007)",0,0,0,47.0
0,Tinted Moisturizer Natural Skin Perfector Broad Spectrum SPF 30,Laura Mercier,1.7,193421,3303,4.0427,Face,Tinted Moisturizer,"water, glycerin, butylene glycol, dimethicone, pegppg147 dimethyl ether, hydrogenated polydecene, peg5 glyceryl stearate, isododecane, silica, phenyl trimethicone, trehalose, phenoxyethanol, tocopherol, butyrospermum parkii shea butter, macadamia ternifolia seed oil, aleurites moluccanus seed oil, rhus verniciflua peel wax, tamarindus indica seed gum, saccharide isomerate, pentylene glycol, isostearic acid, glyceryl stearate se, polysilicone11, behenyl alcohol, behenic acid, stearic acid, batyl alcohol, hydroxypropyl methylcellulose stearoxy ether, peg30 phytosterol, disodium edta, sodium metaphosphate, carbomer, polyacrylate crosspolymer6, potassium hydroxide, bht, sodium citrate, citric acid, tbutyl alcohol may contain titanium dioxide, iron oxides","Macadamia and Kukui Seed Oils Help increase the skin's moisture levels longterm for up to 24 hours of hydration, while reducing the signs of visibly dry skin ,Silica Treated Pigment Helps create a softfocus effect for a naturally dewy finish,Tamarind Seed Extract Locks in moisture and gives enhanced antioxidant protection,Avobenzone 25%, Octinoxate 749%, Octocrylene 2%, and Oxybenzone 1% Sun protection,, Water, Glycerin, Butylene Glycol, Dimethicone, Peg/Ppg14/7 Dimethyl Ether, Hydrogenated Polydecene, Peg5 Glyceryl Stearate, Isododecane, Silica, Phenyl Trimethicone, Trehalose, Phenoxyethanol, Tocopherol, Butyrospermum Parkii (Shea) Butter, Macadamia Ternifolia Seed Oil, Aleurites Moluccanus Seed Oil, Rhus Verniciflua Peel Wax, Tamarindus Indica Seed Gum, Saccharide Isomerate, Pentylene Glycol, Isostearic Acid, Glyceryl Stearate Se, Polysilicone11, Behenyl Alcohol, Behenic Acid, Stearic Acid, Batyl Alcohol, Hydroxypropyl Methylcellulose Stearoxy Ether, Peg30 Phytosterol, Disodium Edta, Sodium Metaphosphate, Carbomer, Polyacrylate Crosspolymer6, Potassium Hydroxide, Bht, Sodium Citrate, Citric Acid, TButyl Alcohol May Contain Titanium Dioxide, Iron Oxides",0,0,0,54.0
0,Tinted Moisturizer Oil Free Natural Skin Perfector Broad Spectrum SPF 20,Laura Mercier,1.7,148908,6451,4.3057,Face,Tinted Moisturizer,"ethylhexyl methoxycinnamate, ethylhexyl salicylate water, disiloxane, peg 30 dipolyhydroxystearate, c1215 alkyl benzoate, ethylhexyl palmitate, glycerin, isohexadecane, cyclopentasiloxane, phenoxyethanol, boron nitride, jojoba esters, magnesium stearate, sodium dehydroacetate, squalane, laryl pca, tocopheryl acetate, tetradibutyl pentaerithrityl hydroxyhydrocinnammate, isopropyl titanium triisostearrate, disodium edta, ppg15, stearyl ether, dipotassium glycyrrhizinate, methylparaben, propylparaben may contain titanium dioxide ci 77891, iron oxide ci 77492, iron oxide ci 77491, iron oxide ci 77499","Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate Water (Aqua), Disiloxane, PEG 30 Dipolyhydroxystearate, C1215 Alkyl Benzoate, Ethylhexyl Palmitate, Glycerin, Isohexadecane, Cyclopentasiloxane, Phenoxyethanol, Boron Nitride, Jojoba Esters, Magnesium Stearate, Sodium Dehydroacetate, Squalane, Laryl PCA, Tocopheryl Acetate, Tetradibutyl Pentaerithrityl Hydroxyhydrocinnammate, Isopropyl Titanium Triisostearrate, Disodium Edta, PPG15, Stearyl Ether, Dipotassium Glycyrrhizinate, Methylparaben, Propylparaben (May Contain) +/ Titanium Dioxide (CI 77891), Iron Oxide (CI 77492), Iron Oxide (CI 77491), Iron Oxide (CI 77499)",0,0,0,54.0
0,Matte Radiance Baked Powder Compact,Laura Mercier,0.26,98093,1035,4.5816,Face,Setting Spray & Powder,"mica ci 77019, talc, nylon12, dimethicone, isopropyl palmitate, polysorbate 20, acrylamidesodium acryloyldimethyltaurate copolymer, magnesium aluminum silicate, octyldodecyl stearoyl stearate, cetearyl ethylhexanoate, isohexadecane, caprylyl glycol, sorbitan stearate, sodium dehydroacetate, phenoxyethanol, simmondsia chinensis jojoba seed oil, tocopheryl acetate, polysorbate 80, hexylene glycol, lauroyl lysine, sorbitan oleate, tin oxide, calcium sodium borosilicate, synthetic fluorphlogopite, calcium aluminum borosilicate, silica may contain ci 77891 titanium dioxide, ci 77491, ci 77492, ci 77499 iron oxides","Mica (Ci 77019), Talc, Nylon12, Dimethicone, Isopropyl Palmitate, Polysorbate 20, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Magnesium Aluminum Silicate, Octyldodecyl Stearoyl Stearate, Cetearyl Ethylhexanoate, Isohexadecane, Caprylyl Glycol, Sorbitan Stearate, Sodium Dehydroacetate, Phenoxyethanol, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopheryl Acetate, Polysorbate 80, Hexylene Glycol, Lauroyl Lysine, Sorbitan Oleate, Tin Oxide, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Silica May Contain (+/) Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides)",0,0,0,49.0
0,Blush Color Infusion,Laura Mercier,0.2,96023,823,4.6488,Cheek,Blush,"talc, dimethicone, nylon12, zinc stearate, silica, magnesium myristate, cetyl dimethicone, sodium hyaluronate, lauroyl lysine, hexylene glycol, phenoxyethanol, caprylyl glycol may contain mica, iron oxides ci 77491, iron oxides ci 77492, iron oxides ci 77499, red 7 ci 15850","Talc, Dimethicone, Nylon12, Zinc Stearate, Silica, Magnesium Myristate, Cetyl Dimethicone, Sodium Hyaluronate, Lauroyl Lysine, Hexylene Glycol, Phenoxyethanol, Caprylyl Glycol May Contain (+/) Mica, Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Red 7 (Ci 15850)",0,0,0,37.0
0,Secret Brightening Loose Powder for Under Eyes,Laura Mercier,0.14,95941,1765,4.2589,Face,Setting Spray & Powder,"all shades contain, talc, silica, dimethiconevinyl dimethicone crosspolymer, dimethicone, ethylenemethacrylate copolymer, zeolite, trimethylsiloxysilicate, sorbic acid, methylparaben phenoxyethanol, propylparaben tetrasodium edta, butylparaben, orchis maculata flower extract, bht may contain mica ci 77019, titanium dioxide ci 77891, iron oxides ci 77491, ci 77492, ci 77499, ferric ferrocyanide ci 77510, carmine ci 75470, ultramarines ci 77007, red 7 lake ci 15850, red 6 ci 15850, red 30 ci 73360, yellow 5 lake ci 19140, yellow 6 lake ci 15985",",Talc, Silica, Dimethicone, Glyceryl Caprylate, PAnisic Acid, Tocopheryl Acetate, Phalaenopsis Amabilis Extract, Trimethylsiloxysilicate, Zea Mays (Corn) Oil, Mica, Ethylene/Methacrylate Copolymer, Isopropyl Titanium Triisostearate May Contain/Peut Contenir/(+/) Titanium Dioxide (Ci 77891), Zinc Oxide (Ci 77947)",0,0,0,35.0
0,Flawless Fusion Ultra Longwear Concealer,Laura Mercier,0.23,93565,1940,4.4036,Face,Concealer,"water, cyclopentasiloxane, isododecane, glycerin, cetyl pegppg101 dimethicone, butylene glycol, heptyl undecylenate, phenyl trimethicone, trimethylsiloxysilicate, neopentyl glycol diheptanoate, bispegppg1414 dimethicone, silica, quaternium90 bentonite, acrylatesc1222 alkyl methacrylate copolymer, tribehenin, boron nitride, polyglyceryl3 diisostearate, lecithin, pentylene glycol, disodium stearoyl glutamate, dimethiconevinyl dimethicone crosspolymer, ascorbyl glucoside, magnesium sulfate, laureth7, propylene carbonate, aluminum dimyristate, triethoxycaprylylsilane, sericasilk powder, trisodium edta, phenoxyethanol, caprylyl glycol, chlorphenesin may contain titanium dioxide ci 77891, iron oxides ci 77491, ci 77492, ci 77499","Water, Cyclopentasiloxane, Isododecane, Glycerin, Cetyl PEG/PPG10/1 Dimethicone, Butylene Glycol, Heptyl Undecylenate, Phenyl Trimethicone, Trimethylsiloxysilicate, Neopentyl Glycol Diheptanoate, BisPEG/PPG14/14 Dimethicone, Silica, Quaternium90 Bentonite, Acrylates/C1222 Alkyl Methacrylate Copolymer, Tribehenin, Boron Nitride, Polyglyceryl3 Diisostearate, Lecithin, Pentylene Glycol, Disodium Stearoyl Glutamate, Dimethicone/Vinyl Dimethicone Crosspolymer, Ascorbyl Glucoside, Magnesium Sulfate, Laureth7, Propylene Carbonate, Aluminum Dimyristate, Triethoxycaprylylsilane, Serica/Silk Powder, Trisodium EDTA, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin May Contain (+/) Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499)",0,0,0,33.0
0,Ultra-Blur Talc-Free Translucent Loose Setting Powder,Laura Mercier,0.7,70676,1051,4.5271,Face,Setting Spray & Powder,"mica, lauroyl lysine, zinc stearate, aluminum starch octenylsuccinate, silica, c1315 alkane, ethylhexylglycerin, helianthus annuus sunflower seed oil, tocopherol, sodium hyaluronate, sorbic acid may containpeut contenir blue 1 lake ci 42090, iron oxides ci 77491, ci 77492, ci 77499, manganese violet ci 77742, red 7 ci 15850, titanium dioxide ci 77891, ultramarines ci 77007, yellow 5 lake ci 19140","Hyaluronic Acid Makes the powder comfortable for all skin types ,Amino Acid and Silica Powders Create a softfocus effect on fine lines, pores, and imperfections,,Mica, Lauroyl Lysine, Zinc Stearate, Aluminum Starch Octenylsuccinate, Silica, C1315 Alkane, Ethylhexylglycerin, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Sodium Hyaluronate, Sorbic Acid May Contain/Peut Contenir/(+/) Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Manganese Violet (Ci 77742), Red 7 (Ci 15850), Titanium Dioxide (Ci 77891), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140)",0,0,0,52.0
0,Lip Glacé Lip Gloss ,Laura Mercier,0.19,52074,635,4.5386,Lip,Lip Gloss,"hydrogenated polyisobutene, lanolin oil lanolin, phytosteryloctyldodecyl lauroyl glutamate, polyethylene, tocopherol, ricinus communis castor seed oil, hydrogenated castor oil, flavor aroma, simmondsia chinensis jojoba seed oil, oenothera biennis evening primrose oil, vitis vinifera grape seed oil, rosa damascena flower oil, rosa gallica flower extract, butyrospermum parkii shea butter, tocopheryl acetate, alumina, disteardimonium hectorite, propylene carbonate, boron nitride, aquawatereau, glycerin, calcium aluminum borosilicate, silica, tin oxide, calcium sodium borosilicate, synthetic fluorphlogopite, potassium sorbate, sorbic acid may containpeut contenir blue 1 lake ci 42090, iron oxides ci 77491, ci 77492, ci 77499, mica, red 28 lake ci 45410, red 6 ci 15850, red 7 lake ci 15850, titanium dioxide ci 77891, yellow 5 lake ci 19140, yellow 6 lake ci 15985","Hydrogenated Polyisobutene, Lanolin Oil (Lanolin), Phytosteryl/Octyldodecyl Lauroyl Glutamate, Polyethylene, Tocopherol, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Flavor (Aroma), Simmondsia Chinensis (Jojoba) Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Vitis Vinifera (Grape) Seed Oil, Rosa Damascena Flower Oil, Rosa Gallica Flower Extract, Butyrospermum Parkii (Shea) Butter, Tocopheryl Acetate, Alumina, Disteardimonium Hectorite, Propylene Carbonate, Boron Nitride, Aqua/Water/Eau, Glycerin, Calcium Aluminum Borosilicate, Silica, Tin Oxide, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Potassium Sorbate, Sorbic Acid May Contain/Peut Contenir/(+/) Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Mica, Red 28 Lake (Ci 45410), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985)",0,0,0,32.0
0,Caviar Stick Eye Shadow - Roseglow Collection,Laura Mercier,0.05,47382,816,4.5,Eye,Eyeshadow,"yclopentasiloxane, trimethylsiloxysilicate, synthetic fluorphlogopite, polyethylene, lauroyl lysine, octyldodecanol, ozokerite, synthetic beeswax, paraffin, tin oxide, hydrogenated microcrystalline wax, lecithin, tocopherol, ascorbyl palmitate, citric acid, dicalcium phosphate, calcium sodium borosilicate may containpeut contenir ferric ferrocyanide ci 77510, iron oxides ci 77491, ci 77492, ci 77499, mica, titanium dioxide ci 77891","Cyclopentasiloxane, Trimethylsiloxysilicate, Synthetic Fluorphlogopite, Polyethylene, Lauroyl Lysine, Octyldodecanol, Ozokerite, Synthetic Beeswax, Paraffin, Tin Oxide, Hydrogenated Microcrystalline Wax, Lecithin, Tocopherol, Ascorbyl Palmitate, Citric Acid, Dicalcium Phosphate, Calcium Sodium Borosilicate May Contain/Peut Contenir/(+/) Ferric Ferrocyanide (Ci 77510), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Mica, Titanium Dioxide (Ci 77891)",0,0,0,33.0
0,Eye Basics Primer,Laura Mercier,0.18,43762,1483,4.3149,Eye,Eye Primer,"all shades contain, isododecane, disteardimonium hectorite, cera alba beeswax, cera carnauba copernicia cerifera wax, ozokerite, talc, lanolin acid, ethylhexyl palmitate, propylene carbonate, methylparaben, phenoxyethanol, ascorbyl palmitate, isopropyl myristate, propylparaben, carthamus tinctorius safflower seed oil, aloe barbadensis leaf extract, retinyl palmitate, tocopherol, euphrasia officinalis extract, centaurea cyanus flower extract, anthemis nobilis flower extract may contain ci 77019 mica, ci 77891 titanium dioxide, ci 77007 ultramarines, ci 77510 ferric ferrocyanide, ci 77499 iron oxides, ci 77491 iron oxides, ci 77492 iron oxides, ci 77163 bismuth oxychloride","<strong>All shades contain</strong><br />Isododecane, Disteardimonium Hectorite, Cera Alba (Beeswax), Cera Carnauba (Copernicia Cerifera Wax), Ozokerite, Talc, Lanolin Acid, Ethylhexyl Palmitate, Propylene Carbonate, Methylparaben, Phenoxyethanol, Ascorbyl Palmitate, Isopropyl Myristate, Propylparaben, Carthamus Tinctorius (Safflower) Seed Oil, Aloe Barbadensis Leaf Extract, Retinyl Palmitate, Tocopherol, Euphrasia Officinalis Extract, Centaurea Cyanus Flower Extract, Anthemis Nobilis Flower Extract +/ [May Contain] CI 77019 (Mica), CI 77891 (Titanium Dioxide), CI 77007 (Ultramarines), CI 77510 (Ferric Ferrocyanide), CI 77499 (Iron Oxides), CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77163 (Bismuth Oxychloride)",0,0,0,29.0
0,Smooth Finish Foundation Powder,Laura Mercier,0.3,40591,696,4.1983,Face,Foundation,"talc, mica, zea mays corn starch, ethylhexyl methoxycinnamate, triisostearin, octyldodecyl stearoyl stearate, dimethicone, myristyl trisiloxane, soybean glycerides, zinc stearate, chlorphenesin, potassium sorbate, polyperfluoroethoxymethoxy difluoroethyl peg phosphate, butyrospermum parkii shea butter unsaponifiables, tetrasodium edta, silica, dimethiconol, bht, ascorbyl palmitate, may contain ci 77891 titanium dioxide, ci 77491, ci 77492, ci 77499 iron oxides, ci 77947 zinc oxide nano","Talc, Mica, Zea Mays (Corn) Starch, Ethylhexyl Methoxycinnamate, Triisostearin, Octyldodecyl Stearoyl Stearate, Dimethicone, Myristyl Trisiloxane, Soybean Glycerides, Zinc Stearate, Chlorphenesin, Potassium Sorbate, Polyperfluoroethoxymethoxy Difluoroethyl Peg Phosphate, Butyrospermum Parkii (Shea) Butter Unsaponifiables, Tetrasodium Edta, Silica, Dimethiconol, Bht, Ascorbyl Palmitate, May Contain Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Ci 77947 (Zinc Oxide (Nano)",0,0,0,52.0
0,Tinted Moisturizer Cream Blush,Laura Mercier,0.5,39633,657,4.2861,Cheek,Blush,"aquawatereau, ethylhexyl olivate, butylene glycol, glycerin, rubus idaeus raspberry seed oil, silica, glyceryl stearate, peg100 stearate, squalane, tocopherol, opuntia ficusindica stem extract, aloe barbadensis flower extract, coccinia indica fruit extract, corallina officinalis extract, curcuma longa turmeric root extract, melia azadirachta leaf extract, melia azadirachta flower extract, ocimum sanctum leaf extract, ocimum basilicum basil flowerleaf extract, solanum melongena eggplant fruit extract, eclipta prostrata extract, moringa oleifera seed oil, tin oxide, cetearyl alcohol, cocoglucoside, polysorbate 60, acrylatesc1030 alkyl acrylate crosspolymer, disodium phosphate, disodium edta, potassium hydroxide, tetrahexyldecyl ascorbate, xanthan gum, alumina, synthetic fluorphlogopite, ethylhexylglycerin, phenoxyethanol may containpeut contenir bismuth oxychloride ci 77163, carmine ci 75470, iron oxides ci 77491, ci 77492, ci 77499, mica, titanium dioxide ci 77891","Raspberry Seed Conditions the skin,Prickly Pear Hydrates the skin ,,Aqua/Water/Eau, Ethylhexyl Olivate, Butylene Glycol, Glycerin, Rubus Idaeus (Raspberry) Seed Oil, Silica, Glyceryl Stearate, Peg100 Stearate, Squalane, Tocopherol, Opuntia FicusIndica Stem Extract, Aloe Barbadensis Flower Extract, Coccinia Indica Fruit Extract, Corallina Officinalis Extract, Curcuma Longa (Turmeric) Root Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Ocimum Sanctum Leaf Extract, Ocimum Basilicum (Basil) Flower/Leaf Extract, Solanum Melongena (Eggplant) Fruit Extract, Eclipta Prostrata Extract, Moringa Oleifera Seed Oil, Tin Oxide, Cetearyl Alcohol, CocoGlucoside, Polysorbate 60, Acrylates/C1030 Alkyl Acrylate Crosspolymer, Disodium Phosphate, Disodium Edta, Potassium Hydroxide, Tetrahexyldecyl Ascorbate, Xanthan Gum, Alumina, Synthetic Fluorphlogopite, Ethylhexylglycerin, Phenoxyethanol May Contain/Peut Contenir/(+/) Bismuth Oxychloride (Ci 77163), Carmine (Ci 75470), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Mica, Titanium Dioxide (Ci 77891)",0,0,0,32.0
0,Rouge Essentiel Silky Cream Lipstick,Laura Mercier,0.24,28260,121,4.2231,Lip,Lipstick,"cetyl dimethicone, dic1213 alkyl tartrate, octyldodecanol, c3045 alkyl dimethicone, polyethylene, capryliccapric triglyceride, microcrystalline waxcera microcristallina, talc, stearalkonium bentonite, dicalcium phosphate, tocopheryl acetate, camellia oleifera seed oil, simmondsia chinensis jojoba seed oil, padina pavonica thallusextract, pentaerythrityl tetraditbutyl hydroxyhydrocinnamate, caprylyl methicone, propylene carbonate, synthetic fluorphlogopite, mica, tin oxide may contain titanium dioxide ci 77891, blue 1 lake ci 42090, iron oxides ci 77491, iron oxides ci 77492, red 6 ci15850, red 7 lake ci 15850, red 28 lake ci 45410, yellow 5 lake ci 19140, zinc oxide ci 77947","Mediterranean Sea Algea Extract Moisturizes and smooths the look of lips,, Cetyl Dimethicone, DiC1213 Alkyl Tartrate, Octyldodecanol, C3045 Alkyl Dimethicone, Polyethylene, Caprylic/Capric Triglyceride, Microcrystalline Wax/Cera Microcristallina, Mica, Stearalkonium Bentonite, Dicalcium Phosphate, Tocopheryl Acetate, Camellia Oleifera Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Padina Pavonica Thallus Extract, Pentaerythrityl TetraDiTButyl Hydroxyhydrocinnamate, Propylene Carbonate, Caprylyl Methicone, Synthetic Fluorphlogopite, Talc, Tin Oxide May Contain (+/) Titanium Dioxide (Ci 77891), Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Zinc Oxide (Ci 77947)",0,0,0,42.0
0,Pure Canvas Primer - Hydrating,Laura Mercier,1.01,26101,41,3.6098,Face,Face Primer,"water, glycerin, butylene glycol, neopentyl glycol diheptanoate, ethylhexyl olivate, isododecane, peg8smdi copolymer, squalane, caprylyl glycol, polyurethane35, sorbeth30 tetraisostearate, ammonium acryloyldimethyltauratevp copolymer, dipropylene glycol, sorbitan sesquiisostearate, acrylatesbeheneth25 methacrylate copolymer, xanthan gum, ppg8ceteth20, glyceryl acrylateacrylic acid copolymer, potassium hydroxide, methylpropanediol, trisodium edta, sodium citrate, sodium carrageenan, citric acid, mica, phenylpropanol, sea saltmaris salsel marin, phenoxyethanol may contain peut contenir iron oxides ci 77491",",Skin Perfecting Complex Blend of rose extracts that work to moisturize, protect, and smooth skin,Minerals Mineralenriched water sourced from France known to decrease dullness,Glycerin Attracts moisture to the skin for flawless makeup application,,,Water (Aqua/Eau), Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Pyrus Malus (Apple) Fruit Extract, Isododecane, Neopentyl Glycol Diheptanoate, Ppg51/Smdi Copolymer, Rosa Centifolia Flower Extract, Rosa Multiflora Fruit Extract, Rhododendron Ferrugineum Extract, Sea Water (Maris Aqua/Eau De Mer), Phenoxyethanol, Polyurethane35, Sorbeth30 Tetraisostearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Ethylhexyl Olivate, Dipropylene Glycol, Linoleic Acid, Phospholipids, Phytosterols, Sorbitan Sesquiisostearate, Acrylates/Beheneth25 Methacrylate Copolymer, Xanthan Gum, Ppg8Ceteth20, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Hydroxide, Squalane, Methylpropanediol, Tetrasodium Edta, Sodium Citrate, Citric Acid, Caprylyl Glycol, Mica, Phenylpropanol +/ (May Contain/Peut Contenir) Iron Oxides (Ci 77491, 77492, 77499)",0,0,0,46.0
0,Translucent Pressed Setting Powder,Laura Mercier,0.3,17875,88,4.1818,Face,Setting Spray & Powder,"talc, dimethicone, aluminum starch octenylsuccinate, zinc stearate, silica, boron nitride, ethylhexylglycerin, triethoxycaprylylsilane, caprylyl glycol may contain iron oxides ci 77491, iron oxides ci 77492, iron oxides ci 77499","Talc, Dimethicone, Aluminum Starch Octenylsuccinate, Zinc Stearate, Silica, Boron Nitride, Ethylhexylglycerin, Triethoxycaprylylsilane, Caprylyl Glycol May Contain (+/) Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499)",0,0,0,47.0
0,Pure Canvas Primer - Blurring,Laura Mercier,1.01,16113,27,4.1852,Face,Face Primer,"water, methyl methacrylate crosspolymer, butylene glycol, glycerin, propanediol, triethylhexanoin, isopropyl myristate, synthetic wax, phenoxyethanol, squalane, plankton extract, ammonium acryloyldimethyltauratevp copolymer, hydroxyethyl acrylatesodium acryloyldimethyl taurate copolymer, silica, polyvinyl alcohol, bht, acrylatesc1030 alkyl acrylate crosspolymer, polysorbate 60, potassium hydroxide may containpeut contenir iron oxides ci 77491, iron oxides ci 77492","SkinPerfecting Complex Blend of rose extracts that work to moisturize, protect, and smooth skin,Silica Beads Instantly blurs and smooths the appearance of imperfections,Red Clover Flower Extract Controls oil while actively decrease appearance of pore size over time,,Water (Aqua/Eau), Methyl Methacrylate Crosspolymer, Butylene Glycol, CocoCaprylate/Caprate, Propanediol, Glycerin, Isopropyl Myristate, Tribehenin, Silica, Squalane, Trifolium Pratense (Clover) Flower Extract, Rhododendron Ferrugineum Extract, Rosa Multiflora Fruit Extract, Sea Water (Maris Aqua/Eau De Mer), Tocopherol, Isopentyldiol, Phenoxyethanol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C1030 Alkyl Acrylate Crosspolymer, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Sodium Phytate, Polysorbate 60, Sodium Hydroxide, Sorbitan Isostearate",0,0,0,46.0
0,Mini Pure Canvas Primer - Hydrating,Laura Mercier,0.5,15801,3,4.0,Face,Face Primer,"water, glycerin, butylene glycol, neopentyl glycol diheptanoate, ethylhexyl olivate, isododecane, peg8smdi copolymer, squalane, caprylyl glycol, polyurethane35, sorbeth30 tetraisostearate, ammonium acryloyldimethyltauratevp copolymer, dipropylene glycol, sorbitan sesquiisostearate, acrylatesbeheneth25 methacrylate copolymer, xanthan gum, ppg8ceteth20, glyceryl acrylateacrylic acid copolymer, potassium hydroxide, methylpropanediol, trisodium edta, sodium citrate, sodium carrageenan, citric acid, mica, phenylpropanol, sea saltmaris salsel marin, phenoxyethanol may contain peut contenir iron oxides ci 77491","Skin Perfecting Complex Blend of rose extracts that work to moisturize, protect, and smooth skin,Minerals Mineralenriched water sourced from France known to decrease dullness,Glycerin Attracts moisture to the skin for flawless makeup application,,Water (Aqua/Eau), Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Pyrus Malus (Apple) Fruit Extract, Isododecane, Neopentyl Glycol Diheptanoate, Ppg51/Smdi Copolymer, Rosa Centifolia Flower Extract, Rosa Multiflora Fruit Extract, Rhododendron Ferrugineum Extract, Sea Water (Maris Aqua/Eau De Mer), Phenoxyethanol, Polyurethane35, Sorbeth30 Tetraisostearate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Ethylhexyl Olivate, Dipropylene Glycol, Linoleic Acid, Phospholipids, Phytosterols, Sorbitan Sesquiisostearate, Acrylates/Beheneth25 Methacrylate Copolymer, Xanthan Gum, Ppg8Ceteth20, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Hydroxide, Squalane, Methylpropanediol, Tetrasodium Edta, Sodium Citrate, Citric Acid, Caprylyl Glycol, Mica, Phenylpropanol +/ (May Contain/Peut Contenir) Iron Oxides (Ci 77491, 77492, 77499)",0,0,0,25.0
