product_id,product_name,brand_id,brand_name,loves_count,rating,reviews,size,variation_type,variation_value,variation_desc,ingredients,price_usd,value_price_usd,sale_price_usd,limited_edition,new,online_only,out_of_stock,sephora_exclusive,highlights,primary_category,secondary_category,tertiary_category,child_count,child_max_price,child_min_price,Product ID,Brand Name,Image 11 URL,Image 5 URL,Image 15 URL,Number of Reviews,Rating,Image 12 URL,Image 9 URL,Image 4 URL,Image 7 URL,Image 18 URL,Image 17 URL,Ingredient Description,Image 8 URL,Image 13 URL,Image 14 URL,Full Product URL,Image 20 URL,Image 10 URL,List Price,Image 1 URL,Image 6 URL,Image 3 URL,Image 19 URL,Size,Product Name,Image 16 URL,Image 2 URL,is_clean
P479487,Magnificent Smudgeproof Volumizing Mascara,1169,Valentino,3109,4.2562,242.0,10 mL,,,,"['Aqua/Water, Paraffin, Ci 77499/Iron Oxides, Potassium Cetyl Phosphate, Copernicia Cerifera Cera/Carnauba Wax, Ethylene/Acrylic Acid Copolymer, Styrene/Acrylates/Ammonium Methacrylate Copolymer, Cera Alba/Beeswax, Synthetic Beeswax, Bis-Diglyceryl Polyacyladipate-2, Polybutene, Cetyl Alcohol, Divinyldimethicone/Dimethicone Copolymer, Steareth-20, Glyceryl Dibehenate, Steareth-2, Phenoxyethanol, Hydroxyethylcellulose, Acacia Senegal Gum, Tribehenin, Ethylenediamine/Stearyl Dimer Dilinoleate Copolymer, Caprylyl Glycol, Glyceryl Behenate, Sodium Dehydroacetate, Hydrogenated Jojoba Oil, Hydrogenated Palm Oil, Disodium Edta, Butylene Glycol, C12-13 Pareth-23, C12-13 Pareth-3, Sodium Laureth Sulfate, Tetrasodium Edta, Potassium Sorbate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Bht.']",32.0,,,0,0,0,0,0,"['Volumizing', 'Long-wearing', 'Lengthening']",Makeup,Eye,Mascara,0,,,P479487,Valentino,,/productimages/sku/s2542439-av-25-zoom.jpg,,267.0,4.1423,,,/productimages/sku/s2542439-av-15-zoom.jpg,/productimages/sku/s2542439-av-27-zoom.jpg,,,"Aqua/Water, Paraffin, Ci 77499/Iron Oxides, Potassium Cetyl Phosphate, Copernicia Cerifera Cera/Carnauba Wax, Ethylene/Acrylic Acid Copolymer, Styrene/Acrylates/Ammonium Methacrylate Copolymer, Cera Alba/Beeswax, Synthetic Beeswax, Bis-Diglyceryl Polyacyladipate-2, Polybutene, Cetyl Alcohol, Divinyldimethicone/Dimethicone Copolymer, Steareth-20, Glyceryl Dibehenate, Steareth-2, Phenoxyethanol, Hydroxyethylcellulose, Acacia Senegal Gum, Tribehenin, Ethylenediamine/Stearyl Dimer Dilinoleate Copolymer, Caprylyl Glycol, Glyceryl Behenate, Sodium Dehydroacetate, Hydrogenated Jojoba Oil, Hydrogenated Palm Oil, Disodium Edta, Butylene Glycol, C12-13 Pareth-23, C12-13 Pareth-3, Sodium Laureth Sulfate, Tetrasodium Edta, Potassium Sorbate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Bht.",,,,https://www.sephora.com/product/valentino-magnificent-volumizing-mascara-P479487?skuId=2542439,,,$32.00,/productimages/sku/s2542439-av-05-zoom.jpg,/productimages/sku/s2542439-av-26-zoom.jpg,/productimages/sku/s2542439-av-20-zoom.jpg,,10 mL,Magnificent Smudgeproof Volumizing Mascara,,/productimages/sku/s2542439-av-10-zoom.jpg,0
P479463,Color Flip Eyeshadow Palette,1169,Valentino,2424,4.3837,86.0,,,,,"['C264195/1 Dimethicone, Squalane, Talc, Synthetic Fluorphlogopite, Silica, Trimethylsiloxysilicate, Calcium Aluminum Borosilicate, Dicalcium Phosphate, Hydrogenated Styrene/Isoprene Copolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Ptfe, Caprylyl Glycol, Ethylhexylglycerin, Zinc Stearate, Lauroyl Lysine, Polymethylsilsesquioxane, C20-24 Olefin, Maltodextrin, Laureth-4, Alumina, Tin Oxide, Glycerin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopherol, Magnesium Silicate, [May Contain / Peut Contenir Mica, Ci 77491, Ci 77492, Ci 77499 / Iron Oxides, Ci 77891 / Titanium Dioxide, Ci 75470 / Carmine, Ci 77007 / Ultramarines, Ci 77000 / Aluminum Powder, Ci 77510 / Ferric Ferrocyanide].', 'C264207/1 Talc, Zinc Stearate, Isononyl Isononanoate, Silica, Lauroyl Lysine, Dimethicone, Caprylyl Glycol, Ethylhexylglycerin, C12-18 Acid Triglyceride, Triethoxycaprylylsilane, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Synthetic Fluorphlogopite, Tocopherol, Magnesium Silicate, Tin Oxide, [May Contain / Peut Contenir Ci 77491, Ci 77492, Ci 77499 / Iron Oxides, Ci 77891 / Titanium Dioxide].', 'C264217/1 Polyethylene Terephthalate, Squalane, Calcium Sodium Borosilicate, Calcium Titanium Borosilicate, Silica, Synthetic Fluorphlogopite, Hydrogenated Styrene/Isoprene Copolymer, Styrene/Acrylates Copolymer, Acrylates Copolymer, Caprylyl Glycol, Ethylhexylglycerin, Phenyl Methicone, Talc, Polyvinyl Alcohol, Polyvinyl Butyral, Tin Oxide, Dimethicone, Glass Beads, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopherol, Magnesium Silicate, [May Contain / Peut Contenir Ci 77400 / Bronze Powder, Ci 77891 / Titanium Dioxide, Mica, Ci 77491, Ci 77492, Ci 77499 / Iron Oxides, Ci 77000 / Aluminum Powder].']",98.0,,,0,0,0,0,0,"['Pressed Powder Formula', 'Shimmer Finish', 'Matte Finish']",Makeup,Eye,Eyeshadow,0,,,P479463,Valentino,,,,89.0,4.2809,,,,,,,"C264195/1 Dimethicone, Squalane, Talc, Synthetic Fluorphlogopite, Silica, Trimethylsiloxysilicate, Calcium Aluminum Borosilicate, Dicalcium Phosphate, Hydrogenated Styrene/Isoprene Copolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Ptfe, Caprylyl Glycol, Ethylhexylglycerin, Zinc Stearate, Lauroyl Lysine, Polymethylsilsesquioxane, C20-24 Olefin, Maltodextrin, Laureth-4, Alumina, Tin Oxide, Glycerin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopherol, Magnesium Silicate, [+/- May Contain / Peut Contenir Mica, Ci 77491, Ci 77492, Ci 77499 / Iron Oxides, Ci 77891 / Titanium Dioxide, Ci 75470 / Carmine, Ci 77007 / Ultramarines, Ci 77000 / Aluminum Powder, Ci 77510 / Ferric Ferrocyanide].<br><br>C264207/1 Talc, Zinc Stearate, Isononyl Isononanoate, Silica, Lauroyl Lysine, Dimethicone, Caprylyl Glycol, Ethylhexylglycerin, C12-18 Acid Triglyceride, Triethoxycaprylylsilane, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Synthetic Fluorphlogopite, Tocopherol, Magnesium Silicate, Tin Oxide, [+/- May Contain / Peut Contenir Ci 77491, Ci 77492, Ci 77499 / Iron Oxides, Ci 77891 / Titanium Dioxide].<br><br>C264217/1 Polyethylene Terephthalate, Squalane, Calcium Sodium Borosilicate, Calcium Titanium Borosilicate, Silica, Synthetic Fluorphlogopite, Hydrogenated Styrene/Isoprene Copolymer, Styrene/Acrylates Copolymer, Acrylates Copolymer, Caprylyl Glycol, Ethylhexylglycerin, Phenyl Methicone, Talc, Polyvinyl Alcohol, Polyvinyl Butyral, Tin Oxide, Dimethicone, Glass Beads, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopherol, Magnesium Silicate, [+/- May Contain / Peut Contenir Ci 77400 / Bronze Powder, Ci 77891 / Titanium Dioxide, Mica, Ci 77491, Ci 77492, Ci 77499 / Iron Oxides, Ci 77000 / Aluminum Powder].",,,,https://www.sephora.com/product/valentino-color-flip-eyeshadow-palette-P479463?skuId=2673242,,,$98.00,/productimages/sku/s2673242-av-5-zoom.jpg,,/productimages/sku/s2673242-av-7-zoom.jpg,,,Color Flip Eyeshadow Palette,,/productimages/sku/s2673242-av-6-zoom.jpg,0
P479480,Go-Clutch Refillable Radiant Setting Powder,1169,Valentino,2097,2.6667,3.0,,Color,01 Finishing Powder - Very Light,,"['Synthetic Fluorphlogopite, Mica, Dimethicone, Ci 77491, Ci 77492, Ci 77499/Iron Oxides, C12-15 Alkyl Benzoate, Talc, Hydrogenated Polyisobutene, Ci 77891/Titanium Dioxide, Boron Nitride, Calcium Aluminum Borosilicate, Magnesium Stearate, Silica, Parfum/Fragrance, Hydrogenated Styrene/Butadiene Copolymer, Caprylyl Glycol, Magnesium Silicate, Sorbitan Isostearate, Isododecane, Methicone, Linalool, Limonene, Citronellol, Benzyl Alcohol, Citrus Aurantium Bergamia Fruit Oil/Bergamot Fruit Oil, Tin Oxide, Geraniol, Citral, Tris-Bht Mesitylene, Tocophero.']",205.0,,,0,0,1,0,0,"['Light Coverage', 'Radiant Finish', 'Pressed Powder Formula', 'Long-wearing']",Makeup,Face,Setting Spray & Powder,5,205.0,205.0,P479480,Valentino,,/productimages/sku/s2542876-av-30-zoom.jpg,,11.0,4.0,,,/productimages/sku/s2542876-av-15-zoom.jpg,,,,"Synthetic Fluorphlogopite, Mica, Dimethicone, Ci 77491, Ci 77492, Ci 77499/Iron Oxides, C12-15 Alkyl Benzoate, Talc, Hydrogenated Polyisobutene, Ci 77891/Titanium Dioxide, Boron Nitride, Calcium Aluminum Borosilicate, Magnesium Stearate, Silica, Parfum/Fragrance, Hydrogenated Styrene/Butadiene Copolymer, Caprylyl Glycol, Magnesium Silicate, Sorbitan Isostearate, Isododecane, Methicone, Linalool, Limonene, Citronellol, Benzyl Alcohol, Citrus Aurantium Bergamia Fruit Oil/Bergamot Fruit Oil, Tin Oxide, Geraniol, Citral, Tris-Bht Mesitylene, Tocophero.",,,,https://www.sephora.com/product/valentino-go-clutch-refillable-compact-finishing-powder-P479480?skuId=2542876,,,$205.00,/productimages/sku/s2542876-av-05-zoom.jpg,/productimages/sku/s2542876-av-35-zoom.jpg,/productimages/sku/s2542876-av-20-zoom.jpg,,,Go-Clutch Refillable Radiant Setting Powder,,/productimages/sku/s2542876-av-25-zoom.jpg,0
P479472,Dreamdust Lip and Cheek Loose Glitter,1169,Valentino,2004,,,2 g,Color,Self-Celebration,,"['C262049/1 Synthetic Fluorphlogopite, Mica, Ci 77891 / Titanium Dioxide, Ci 77491 / Iron Oxides, Isononyl Isononanoate, Caprylyl Glycol, Dimethicone, Ethylhexylglycerin, Cetyl Dimethicone, Trimethylsiloxysilicate, Tin Oxide, Magnesium Silicate, Citrus Aurantium Bergamia Fruit Oil / Bergamot Fruit Oil, Limonene, Ci 19140 / Yellow 5 Lake, Linalool, Tocopherol.']",32.0,,,0,0,0,0,0,,Makeup,Eye,Eyeshadow,0,,,P479472,Valentino,,/productimages/sku/s2542983-av-26-zoom.jpg,,1.0,3.0,,,/productimages/sku/s2542983-av-20-zoom.jpg,,,,"C262049/1 Synthetic Fluorphlogopite, Mica, Ci 77891 / Titanium Dioxide, Ci 77491 / Iron Oxides, Isononyl Isononanoate, Caprylyl Glycol, Dimethicone, Ethylhexylglycerin, Cetyl Dimethicone, Trimethylsiloxysilicate, Tin Oxide, Magnesium Silicate, Citrus Aurantium Bergamia Fruit Oil / Bergamot Fruit Oil, Limonene, Ci 19140 / Yellow 5 Lake, Linalool, Tocopherol.",,,,https://www.sephora.com/product/valentino-dreamdust-lip-cheek-loose-glitter-P479472?skuId=2542983,,,$32.00,/productimages/sku/s2542983-av-10-zoom.jpg,,/productimages/sku/s2542983-av-05-zoom.jpg,,2 g,Dreamdust Lip and Cheek Loose Glitter,,/productimages/sku/s2542983-av-15-zoom.jpg,0
P473009,GRO Volumizing Lash Serum,6365,Vegamour,6833,4.3617,188.0,0.1 oz/ 3 mL,Size,0.1 oz/ 3 mL,,"['Aqua, Pentylene Glycol, Propanediol, Glycerin, Butylene Glycol, Magnolia Officinalis Bark Extract, Gellan Gum, Xanthan Gum, Trifolium Pratense Sprout Extract, Vigna Radiata Sprout Extract, Sodium Benzoate, Potassium Sorbate, Dextran, Acetyl Tetrapeptide-3, Trifolium Pratense Flower Extract, Citric Acid.']",72.0,,,0,0,0,0,0,"['Vegan', 'Volumizing', 'Clean at Sephora', 'Good for: Hair Thinning', 'Lengthening', 'Without Silicones']",Makeup,Eye,Mascara,0,,,P473009,Vegamour,,/productimages/sku/s2473262-av-08-zoom.jpg,,336.0,4.2857,,,/productimages/sku/s2473262-av-06-zoom.jpg,/productimages/sku/s2473262-av-12-zoom.jpg,,,"-Trifolium Pratense/Vigna Radiata Extract: Shows modulation of IGF1, BMP4, PDGF-A, DHT, and SMC3 during in vitro testing.<br>-Acetyl Tetrapeptide-3 (Biomimetic Amino Acid Peptide): Helps support cellular matrices.<br><br>Aqua, Pentylene Glycol, Propanediol, Glycerin, Butylene Glycol, Magnolia Officinalis Bark Extract, Gellan Gum, Xanthan Gum, Trifolium Pratense Sprout Extract, Vigna Radiata Sprout Extract, Sodium Benzoate, Potassium Sorbate, Dextran, Acetyl Tetrapeptide-3, Trifolium Pratense Flower Extract, Citric Acid.<br><br><br><br><i>The list of ingredients is subject to change, please consult the packaging of the product purchased.</i>",,,,https://www.sephora.com/product/vegamour-vegalash-volumizing-serum-P473009?skuId=2473262,,,$68.00,/productimages/sku/s2473262-av-01-zoom.jpg,/productimages/sku/s2473262-av-10-zoom.jpg,/productimages/sku/s2473262-av-04-zoom.jpg,,0.1 oz/ 3 mL,GRO Volumizing Lash Serum,,/productimages/sku/s2473262-av-02-zoom.jpg,0
P473010,GRO Volumizing Brow Serum,6365,Vegamour,4733,4.2486,177.0,0.1 oz/ 3 mL,Size,0.1 oz/ 3 mL,,"['Aqua, Pentylene Glycol, Propanediol, Glycerin, Butylene Glycol, Magnolia Officinalis Bark Extract, Gellan Gum, Xanthan Gum, Trifolium Pratense Sprout Extract, Vigna Radiata Sprout Extract, Sodium Benzoate, Potassium Sorbate, Dextran, Acetyl Tetrapeptide-3, Trifolium Pratense Flower Extract, Citric Acid.']",72.0,,,0,0,0,0,0,"['Vegan', 'Volumizing', 'Clean at Sephora', 'Good for: Hair Thinning', 'Without Silicones']",Makeup,Eye,Eyebrow,0,,,P473010,Vegamour,,/productimages/sku/s2473254-av-08-zoom.jpg,,238.0,4.2395,,,/productimages/sku/s2473254-av-11-zoom.jpg,/productimages/sku/s2473254-av-12-zoom.jpg,,,"-Trifolium Pratense/Vigna Radiata Extract: Shows modulation of IGF1, BMP4, PDGF-A, DHT, and SMC3 during in-vitro testing.<br>-Acetyl Tetrapeptide-3 (Biomimetic Amino Acid Peptide): Helps support cellular matrices.<br><br>Aqua, Pentylene Glycol, Propanediol, Glycerin, Butylene Glycol, Magnolia Officinalis Bark Extract, Gellan Gum, Xanthan Gum, Trifolium Pratense Sprout Extract, Vigna Radiata Sprout Extract, Sodium Benzoate, Potassium Sorbate, Dextran, Acetyl Tetrapeptide-3, Trifolium Pratense Flower Extract, Citric Acid.<br><br><br><br><i>The list of ingredients is subject to change, please consult the packaging of the product purchased.</i>",,,,https://www.sephora.com/product/vegamour-vegabrow-volumizing-serum-P473010?skuId=2473254,,,$68.00,/productimages/sku/s2473254-av-02-zoom.jpg,/productimages/sku/s2473254-av-10-zoom.jpg,/productimages/sku/s2473254-av-06-zoom.jpg,,0.1 oz/ 3 mL,GRO Volumizing Brow Serum,,/productimages/sku/s2473254-av-04-zoom.jpg,0
P429277,Effortless - No Trim - Natural Lash Collection,7064,Velour Lashes,68879,4.4301,1044.0,,Color,Understated,subtly flared for everyday wear,"['Cruelty-free, Synthetic-Silk Material.']",26.0,,,0,1,0,0,0,"['Vegan', 'allure 2020 Best of Beauty Award Winner', 'Natural Finish', 'Long-wearing', 'Lengthening', 'Cruelty-Free']",Makeup,Eye,False Eyelashes,9,26.0,26.0,P429277,Velour Lashes,,/productimages/sku/s2646479-av-6-zoom.jpg,,1068.0,4.4345,,,/productimages/sku/s2646479-av-4-zoom.jpg,,,,"Cruelty-free, Synthetic-Silk Material.",,,,https://www.sephora.com/product/effortless-lash-collection-P429277?skuId=2646479,,,$22.00,/productimages/sku/s2646479-av-7-zoom.jpg,/productimages/sku/s2646479-av-5-zoom.jpg,/productimages/sku/s2646479-av-2-zoom.jpg,,,Effortless - No Trim - Natural Lash Collection,,/productimages/sku/s2646479-av-3-zoom.jpg,0
P429278,Effortless Kit - No Trim No Measure Natural Lash Kit,7064,Velour Lashes,48693,3.9385,423.0,,Type,Would I Lie?,naturally flared & crisscrossed,"['False Lashes:', 'Cruelty Free, Synthetic Silk Material on an invisible band.', 'Lash Adhesive:']",29.0,39.0,,0,0,0,0,1,"['Natural Finish', 'Volumizing', 'Lengthening', 'Hypoallergenic', 'allure 2020 Best of Beauty Award Winner', 'Cruelty-Free']",Makeup,Eye,False Eyelashes,0,,,P429278,Velour Lashes,/productimages/sku/s2747467-av-5-zoom.jpg,/productimages/product/p429278-av-16-zoom.jpg,,504.0,3.9643,/productimages/sku/s2747467-av-6-zoom.jpg,/productimages/sku/s2747467-av-3-zoom.jpg,/productimages/product/p429278-av-15-zoom.jpg,/productimages/product/p429278-av-18-zoom.jpg,,,"-Aloe: Known to soothe and moisturize. <br>-Vitamin E: Known to protect the skin and provide healing properties. <br>-Green Tea: Known to be rich in antioxidants and defend against environmental aggressors. <br><b><br>Mini Glue & Go Pen:<br></b>Water/Aqua/Eau, Acrylates Copolymer, Alcohol, Acrylates/Ethylhexyl Acrylate Copolymer, Dipropylene Glycol, Camellia Sinensis Leaf Extract, Aloe Barbadensis Leaf Water, Tocopherol, Butylene Glycol, 1,2-Hexanediol, Sodium Dehydroacetate, Phenoxyethanol, Ethylhexylglycerin.",/productimages/sku/s2747467-av-2-zoom.jpg,/productimages/sku/s2747467-av-7-zoom.jpg,/productimages/sku/s2747467-av-8-zoom.jpg,https://www.sephora.com/product/the-effortless-kit-P429278?skuId=2747467,,/productimages/sku/s2747467-av-4-zoom.jpg,$28.00,/productimages/product/p429278-av-12-zoom.jpg,/productimages/product/p429278-av-17-zoom.jpg,/productimages/product/p429278-av-14-zoom.jpg,,,Effortless Kit - No Trim No Measure Natural Lash Kit,,/productimages/product/p429278-av-13-zoom.jpg,0
P420513,Lash Adhesive,7064,Velour Lashes,24345,3.9707,581.0,0.5 oz/ 10 mL,Color,White Latex-Free,,,12.0,,,0,0,0,0,1,"['Liquid Formula', 'Matte Finish', 'Long-wearing', 'Fragrance Free', 'Strong Hold', 'Vegan']",Makeup,Eye,False Eyelashes,1,12.0,12.0,P420513,Velour Lashes,,,,598.0,3.9231,,,,,,,"Acrylates/Ethylhexl, Acrylate Copolymer, Water, Phenoxyethanol, Ethylhexylglycerin.",,,,https://www.sephora.com/product/lash-adhesive-P420513?skuId=1927714,,,$12.00,,,,,0.5 oz/ 10 mL,Lash Adhesive,,,0
P477378,Magnetic Effortless Kit - No Trim No Measure Magnetic Lash Kit,7064,Velour Lashes,15452,4.1141,184.0,,,,,"['Lash and Go Eyeliner:', 'Water/Aqua/Eau, Rubber Latex, Styrene/Acrylates Copolymer, Acrylates Copolymer, Propanediol, Phenoxyethanol, Caprylyl Glycol, PVM/MA Decadiene Crosspolymer, Sodium Dehydroacetate, Iron Oxides (CI 77499), Carbon Black (CI 77266).', 'Magnetic Effortless Lash:', 'Synthetic Fibres.']",35.0,40.0,,0,0,0,0,1,"['Vegan', 'Volumizing', 'Natural Finish', 'Long-wearing', 'Hypoallergenic', 'Cruelty-Free']",Makeup,Eye,False Eyelashes,0,,,P477378,Velour Lashes,,/productimages/sku/s2474476-av-06-zoom.jpg,,228.0,3.7588,,,/productimages/sku/s2474476-av-08-zoom.jpg,/productimages/sku/s2474476-av-02-zoom.jpg,,,"<p>To keep up with the latest beauty ingredients and regulatory requirements, manufacturers will update formulas from time to time. Our commitment is to always ensure that product quality and performance remain unchanged or improved. Our product labels are also always in compliance with the governing regulatory bodies (US Food &amp; Drug Adminstration or Health Canada). For the most up-to-date ingredient listing, please always refer to the ingredient list on the product package itself.</p><p><strong>Lash and Go Eyeliner: </strong></p><p>Water/Aqua/Eau, Rubber Latex, Styrene/Acrylates Copolymer, Acrylates Copolymer, Propanediol, Phenoxyethanol, Caprylyl Glycol, PVM/MA Decadiene Crosspolymer, Sodium Dehydroacetate, Iron Oxides (CI 77499), Carbon Black (CI 77266).</p><p><br></p><p><strong>Magnetic Effortless Lash: </strong></p><p>Synthetic Fibres.</p>",,,,https://www.sephora.com/product/velour-lashes-magnetic-efforltess-kit-no-trim-no-measure-magnetic-lash-kit-P477378?skuId=2474476,,,$28.00,/productimages/sku/s2474476-av-13-zoom.jpg,/productimages/sku/s2474476-av-04-zoom.jpg,/productimages/sku/s2474476-av-12-zoom.jpg,,,Magnetic Effortless Kit - No Trim No Measure Magnetic Lash Kit,,/productimages/sku/s2474476-av-10-zoom.jpg,0
P477379,Magnetic Effortless - No Trim Natural Lash Collection,7064,Velour Lashes,10767,4.4412,170.0,,Color,Instant Attraction,"full volume, flared lash style, complementary to all eye shapes, premium vegan fibres","['Premium Vegan Fibers, Cotton-Thread Lash Band, 8 Mini Magnets.']",28.0,,,0,0,0,0,0,"['Vegan', 'Volumizing', 'Natural Finish', 'Long-wearing', 'Hypoallergenic', 'Cruelty-Free']",Makeup,Eye,False Eyelashes,4,28.0,28.0,P477379,Velour Lashes,,/productimages/sku/s2531549-av-10-zoom.jpg,,178.0,4.3596,,,/productimages/sku/s2531549-av-12-zoom.jpg,/productimages/sku/s2531549-av-06-zoom.jpg,,,"Synthetic Fibers, Cotton-Thread Lash Band, Eight Mini-Magnets.",/productimages/sku/s2531549-av-16-zoom.jpg,,,https://www.sephora.com/product/velour-lashes-magnetic-effortless-no-trim-natural-lash-collection-P477379?skuId=2531549,,,$22.00,/productimages/sku/s2531549-av-02-zoom.jpg,/productimages/sku/s2531549-av-08-zoom.jpg,/productimages/sku/s2531549-av-14-zoom.jpg,,,Magnetic Effortless - No Trim Natural Lash Collection,,/productimages/sku/s2531549-av-04-zoom.jpg,0
P477377,Lash & Go Eyeliner 3-in-1 Eyeliner + Magnetic Lash Adhesive,7064,Velour Lashes,7087,4.3614,166.0,0.12 oz/ 3.5g,,,,"['Water,Styrene/Acrylates Copolymer,Sodium Dehydroacetate,Butyleneglycol,Peg-40 Hydrogenated Castor Oil,Alcohol,Phenoxyethanol,Iron Oxides(Ci 77499)']",25.0,,,0,0,0,0,0,"['Vegan', 'Liquid Formula', 'Long-wearing', 'Without Formaldehydes', 'Without Parabens', 'Cruelty-Free']",Makeup,Eye,False Eyelashes,0,,,P477377,Velour Lashes,,,,177.0,4.2881,,,/productimages/sku/s2474484-av-02-zoom.jpg,,,,"<p>To keep up with the latest beauty ingredients and regulatory requirements, manufacturers will update formulas from time to time. Our commitment is to always ensure that product quality and performance remain unchanged or improved. Our product labels are also always in compliance with the governing regulatory bodies (US Food &amp; Drug Adminstration or Health Canada). For the most up-to-date ingredient listing, please always refer to the ingredient list on the product package itself. </p><p>WATER,STYRENE/ACRYLATES COPOLYMER,SODIUM DEHYDROACETATE,BUTYLENEGLYCOL,PEG-40 HYDROGENATED CASTOR OIL,ALCOHOL,PHENOXYETHANOL,IRON OXIDES(CI 77499)</p>",,,,https://www.sephora.com/product/velour-lashes-lash-go-eyeliner-3-in-1-eyeliner-magnetic-lash-adhesive-P477377?skuId=2474484,,,$20.00,/productimages/sku/s2474484-av-06-zoom.jpg,,/productimages/sku/s2474484-av-04-zoom.jpg,,0.12 oz/ 3.5g,Lash & Go Eyeliner 3-in-1 Eyeliner + Magnetic Lash Adhesive,,/productimages/sku/s2474484-av-08-zoom.jpg,0
P471585,Pretty Big Deal Tubing Mascara & Peptide Lash Serum,7064,Velour Lashes,5967,4.0888,338.0,0.3 oz/ 9 mL,Size,0.3 oz/ 9 mL,,"['Water/Aqua, Acrylates/Ethylhexyl Acrylate Copolymer, Glycerin, Alcohol Denat., Glyceryl Stearate SE, Dimethicone, VP/Eicosene Copolymer, Copernicia Cerifera (Carnauba) Wax/Copernicia Cerifera Cera/Cire de carnauba, Stearic Acid, Butyrospermum Parkii', '(Shea) Butter, Ricinus Communis (Castor) Seed Oil, Phenoxyethanol, Tromethamine, Panthenol, Hydroxyacetophenone, Laureth-21, Acrylates Copolymer, Acacia, Senegal Gum, Sodium Phytate, Disodium Carboxyethyl Siliconate, Sodium Dehydroacetate, Ethylhexylglycerin, Biotin, Withania Somnifera Root Extract, Citric Acid, Caprylyl Glycol, 1,2-Hexanediol, Sodium Benzoate, Benzoic Acid, Myristoyl Pentapeptide-17, Sodium Hyaluronate, Biotinoyl Tripeptide-1, Iron Oxides (CI 77499).']",26.0,,,0,0,0,0,0,"['Lengthening', 'Vegan', 'Long-wearing', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']",Makeup,Eye,Mascara,0,,,P471585,Velour Lashes,/productimages/sku/s2436962-av-09-zoom.jpg,/productimages/sku/s2436962-av-05-zoom.jpg,,374.0,3.869,,/productimages/sku/s2436962-av-04-zoom.jpg,/productimages/sku/s2436962-av-03-zoom.jpg,/productimages/sku/s2436962-av-20-zoom.jpg,,,"-Peptide Complex - Biotinoyl Tripeptide-1 and Myristoyl Pentapeptide-17: Nourishes and conditions for stronger, healthier lashes. <br>-Ashwagandha: Rich in antioxidants to help keep lashes looking shiny and healthy. <br>-Tubing Formula: Maximizes length, shields and lifts lashes, and provides smudge-proof finish. <br><br>Water/Aqua, Acrylates/Ethylhexyl Acrylate Copolymer, Glycerin, Alcohol Denat., Glyceryl Stearate SE, Dimethicone, VP/Eicosene Copolymer, Copernicia Cerifera (Carnauba) Wax/Copernicia Cerifera Cera/Cire de carnauba, Stearic Acid, Butyrospermum Parkii<br>(Shea) Butter, Ricinus Communis (Castor) Seed Oil, Phenoxyethanol, Tromethamine, Panthenol, Hydroxyacetophenone, Laureth-21, Acrylates Copolymer, Acacia, Senegal Gum, Sodium Phytate, Disodium Carboxyethyl Siliconate, Sodium Dehydroacetate, Ethylhexylglycerin, Biotin, Withania Somnifera Root Extract, Citric Acid, Caprylyl Glycol, 1,2-Hexanediol, Sodium Benzoate, Benzoic Acid, Myristoyl Pentapeptide-17, Sodium Hyaluronate, Biotinoyl Tripeptide-1, Iron Oxides (CI 77499).",/productimages/sku/s2436962-av-10-zoom.jpg,,,https://www.sephora.com/product/velour-lashes-pretty-big-deal-peptide-tubing-mascara-P471585?skuId=2436962,,/productimages/sku/s2436962-av-08-zoom.jpg,$26.00,/productimages/sku/s2436962-av-06-zoom.jpg,/productimages/sku/s2436962-av-07-zoom.jpg,/productimages/sku/s2436962-av-02-zoom.jpg,,0.3 oz/ 9 mL,Pretty Big Deal Tubing Mascara & Peptide Lash Serum,,/productimages/sku/s2436962-av-01-zoom.jpg,0
